Easting,Northing,surf,bed,hice,dist
-1478478,-391812,867.1331176757812,-1187.9004,2061.8,31.6
-1478559,-391870,867.1331176757812,-1206.9877,2082.9492,31.7
-1478640,-391928,867.454833984375,-1206.9877,2082.9492,31.8
-1478724,-391982,867.454833984375,-1206.9877,2082.9492,31.9
-1478808,-392038,868.5501098632812,-1192.7778,2071.061,32.0
-1478891,-392092,868.5501098632812,-1192.7778,2071.061,32.1
-1478975,-392148,868.5501098632812,-1192.7778,2071.061,32.2
-1479059,-392201,869.5057983398438,-1203.581,2082.3489,32.3
-1479146,-392252,869.5057983398438,-1203.581,2082.3489,32.4
-1479233,-392301,868.959716796875,-1203.581,2082.3489,32.5
-1479321,-392349,868.959716796875,-1203.581,2082.3489,32.6
-1479409,-392396,868.3148193359375,-1203.581,2082.3489,32.7
-1479496,-392445,869.0885009765625,-1203.581,2082.3489,32.8
-1479582,-392497,869.0885009765625,-1210.2566,2087.5808,32.9
-1479670,-392542,867.7316284179688,-1195.0173,2073.379,33.0
-1479760,-392587,867.7316284179688,-1195.0173,2073.379,33.1
-1479850,-392631,866.4681396484375,-1195.0173,2073.379,33.2
-1479938,-392679,866.4681396484375,-1195.0173,2073.379,33.3
-1480026,-392727,864.7799682617188,-1202.3451,2075.851,33.4
-1480114,-392772,864.7799682617188,-1202.3451,2075.851,33.5
-1480204,-392818,861.8204345703125,-1202.3451,2075.851,33.6
-1480296,-392855,861.8204345703125,-1202.3451,2075.851,33.7
-1480389,-392893,861.8204345703125,-1202.3451,2075.851,33.8
-1480482,-392931,859.2687377929688,-1202.3451,2075.851,33.9
-1480572,-392972,859.2687377929688,-1210.116,2077.1475,34.0
-1480664,-393014,855.3348999023438,-1197.0392,2061.703,34.1
-1480754,-393055,855.3348999023438,-1197.0392,2061.703,34.2
-1480845,-393098,853.063232421875,-1197.0392,2061.703,34.3
-1480936,-393140,853.063232421875,-1197.0392,2061.703,34.4
-1481025,-393184,850.6276245117188,-1206.3927,2063.5178,34.5
-1481115,-393229,849.2994995117188,-1206.3927,2063.5178,34.6
-1481204,-393275,846.8963623046875,-1206.3927,2063.5178,34.7
-1481292,-393322,846.8963623046875,-1206.3927,2063.5178,34.8
-1481380,-393370,846.8963623046875,-1206.3927,2063.5178,34.9
-1481467,-393419,843.36279296875,-1206.3927,2063.5178,35.0
-1481553,-393469,843.36279296875,-1216.4722,2067.8914,35.1
-1481640,-393519,841.8984985351562,-1201.3958,2048.7903,35.2
-1481726,-393571,841.8984985351562,-1201.3958,2048.7903,35.3
-1481812,-393622,839.0841674804688,-1201.3958,2048.7903,35.4
-1481898,-393671,839.0841674804688,-1201.3958,2048.7903,35.5
-1481985,-393720,839.0841674804688,-1201.3958,2048.7903,35.6
-1482073,-393770,838.3539428710938,-1213.2522,2057.6687,35.7
-1482160,-393819,836.990478515625,-1213.2522,2057.6687,35.8
-1482247,-393866,836.7208251953125,-1213.2522,2057.6687,35.9
-1482336,-393914,836.7208251953125,-1213.2522,2057.6687,36.0
-1482423,-393963,836.9464111328125,-1213.2522,2057.6687,36.1
-1482506,-394017,835.8641357421875,-1206.7207,2048.2812,36.2
-1482589,-394074,835.8641357421875,-1206.7207,2048.2812,36.3
-1482673,-394129,836.9996337890625,-1206.7207,2048.2812,36.4
-1482758,-394181,836.9996337890625,-1206.7207,2048.2812,36.5
-1482844,-394232,837.247314453125,-1206.7207,2048.2812,36.6
-1482931,-394282,837.247314453125,-1206.7207,2048.2812,36.7
-1483018,-394329,839.00244140625,-1202.649,2047.9425,36.8
-1483104,-394382,839.00244140625,-1202.649,2047.9425,36.9
